"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"
"ABCB4"	2.64858663325277	2.03399583924685	35.98995522358	8.34875999150805	1.75924567989495	2.44333961845448	25.8271987679304	1.74566257084624	2.43252405721794	1.78405377912039	2.32728770196501	2.52083871272751	2.70336823562037	1.60255342060693	1.48616928365168	2.31142659601662	1.67351764600124	2.14938988822553	2.68345443499078	2.181756222647	64.5597608673172	2.47989126385725	2.59601673218294	2.05477881249874	1.76546974481575	44.4159111580174	1.90916851562331	2.60418461992535	9.69569907759641	3.49715961686966	50.3830573214241	1.48616928365168	1.77614977873087	43.5276874206498	2.19669873130438	1.48616928365168	3.02481249525061	1.73068268555985	1.64721252991677	2.18184506977287	2.14447317698809	2.18824061706961	12.6946699663861	1.81044061767803	1.58365584184297	72.5336350341965	1.93839336545549	12.439796495765	3.66659061294963	1.61554669423742	2.39769053134713	9.52929938862958	2.48174309065618	49.5270706450959	2.0557795203978	2.95900300583063	2.95921028901728	1.62790900528639	67.0305172032492	2.2159346643416	1.75144872211472	2.76682275238219	1.94246710091255
"ABCC4"	18.1202129032083	8.0597924279355	2.26959651550462	9.69511090121383	4.97043281896567	10.6904248483622	4.28662118743523	8.83453088956783	5.71319429952112	5.74373602817876	6.72098476915644	8.64108780192365	3.94935287828989	16.5522370892928	13.1857461731972	6.11708652512086	2.87651559288412	10.8708613756024	6.92794405072024	4.06240660194882	2.21176164510666	8.79527694071537	5.40109583403135	7.3463914666	8.13899886668469	1.98854233769388	6.6442879797982	8.93644785453946	10.3755193038308	6.92907412728256	14.3674690262398	5.66523793860452	6.09687840676068	2.9561373676621	7.76228707783099	8.2122923266233	7.98138591190229	4.32302610434903	10.0128370941726	3.52612488649441	4.10258878553015	3.00757578804215	4.247791106371	7.55741416406574	12.3165162697213	1.98569924751848	2.57410738049672	3.82809059259519	2.55983215186762	14.8267918819019	3.99927383647918	8.10472788193936	10.3660800368989	1.89544063325465	3.15498918761556	8.14432864266964	5.09320281930084	5.52380810411247	2.82153794328822	6.78191205296588	5.08983946580239	6.1779387589916	15.6962379472962
"ABCG2"	6.46082504703497	1.18201141228493	1.24704366163444	1.25027451406935	1.44133451282652	2.02758492040265	1.43454360367612	1.73601096259764	1.95102568544849	2.94321087723798	2.30124510623276	2.12306908440117	6.01078465821979	2.8657556449409	2.90822995336415	2.05215927656936	1.78972466008142	3.94355962644822	1.58401796599571	3.42171983435754	1.22055991101414	2.62557368314094	5.88764578287096	2.14217288758935	5.38540104689216	1.31632560368998	2.41519685699487	1.80831398083638	1.1619189811067	2.99155758731252	3.00244107964943	2.35363824150371	1.95875981602913	1.1366271531015	3.08178048506194	2.24153178441397	2.14006310780174	4.69139848199536	3.26634886529285	6.09876129744297	2.69319639278459	1.17474394340266	1.10363246199125	2.24846884282837	2.04895014856642	1.27602314586132	4.15841199924324	1.11570747924443	5.89017922173837	3.2799463991092	2.40053057448309	1.08693388248938	2.02888871956316	1.21874610353502	3.47179293947237	1.9838197539707	1.6691319156443	2.0648659121166	1.18980514850172	4.56462738451919	3.22235935141516	1.89756276390211	4.64185300067135
"ABHD2"	33.5160278409096	96.8225934967677	29.0326425670883	23.1082074595918	44.6614370108654	16.0177917527545	32.4998937510797	10.9642278808939	50.1817804384802	42.1339512950165	41.0399364030423	82.0533404521181	24.6678287671388	30.3376947207906	31.9136448954244	61.9257324909422	24.1563780662219	72.4897949962133	54.9663753515992	38.3392419850509	19.1712057969535	32.9407018469971	63.0275796405356	50.5558804591996	16.833442492287	25.1452888160016	16.9768462753197	13.1239924344613	33.0858015397887	47.7744937550147	33.7850918522017	24.3621485669323	64.8274041722915	56.1671628956512	44.681013684277	61.7898741421565	10.9301399742487	39.9753784221806	41.2196412540568	43.1858901070887	69.9618755060847	47.0698068444347	37.5532651769765	87.4724912734502	31.5500583273855	45.2346675323613	17.859025951938	34.4465786914743	22.8907176816482	27.2273157537992	35.5251250428806	19.3089683767181	35.4505833482294	13.6571642922296	39.5579863216336	39.880562574204	78.5991647863344	17.9172579928557	20.7142777825324	43.8165955281875	37.4422684724391	11.9501965710461	49.5184138461983
"ABHD5"	7.62487736764401	22.1692517729841	11.3504617918708	16.8975209565506	9.56942381580261	8.40186139313415	12.5707834250158	12.0477069888298	4.74923106945164	14.3631365364638	15.6618909331363	8.14992394450889	10.071603155804	8.8443519089492	6.76017966824409	3.62041985095573	6.67463052967018	27.9420475270418	10.5875387531729	11.0614671617171	8.63641645018239	8.72540911625164	11.7811099424076	28.5701356430666	8.54347451055578	9.90769472594157	7.89676789820405	7.4009317112026	17.5230121146182	9.84700158441197	8.26562418763818	7.78656947626052	16.3124584303276	9.83571760628024	11.1508589569182	27.5306307640799	6.32752994653734	10.9229102407424	10.5782331637261	4.65769371162816	30.0506454796443	9.01665459178246	25.7536717301082	25.9017858883186	6.74809311175036	10.9466595746103	3.13867557670936	20.8864303733552	4.43249962336931	10.5042465632064	11.4050085997596	12.9893901375669	12.0863451525108	9.75156906960723	6.47738760468297	11.0473953897514	12.5473685370033	8.11547199555558	8.73162091707295	16.5775808968643	9.20515194454384	9.36239061868065	9.96538327948902
"ABI1"	45.0172689930433	112.9336997675	61.2372128461093	62.4604835882091	71.6314681511146	34.1578311629347	65.9178322392676	30.2548738570948	42.8152345137727	66.9202782987479	69.8865841153629	74.2487922568593	31.9996751893955	42.1009338000408	39.5659576640933	39.5374389298067	26.3370066576026	128.829482926391	58.8734457645269	53.1976013651278	43.7135778319208	57.5529687599731	69.9251476286867	139.83010867768	34.9296095601185	61.2264482231671	40.4963538614549	33.2286474713849	93.3087717276096	52.9339616554107	35.2363623274099	49.2961367581174	67.1431899756726	57.4314710793565	49.1346511811644	158.359115350838	23.4960580753017	60.8559847730398	43.5723210129183	20.1288650849294	132.129819903697	50.6876413819515	53.8544850739404	125.132218428103	36.2613872733062	41.4329691561862	19.6030533492227	56.3561804994402	22.8713129016724	44.8746480832351	57.9350622079831	80.6806272212134	51.0452452684403	69.9341442597819	34.1003658744493	56.0440583375656	64.1882844448947	34.2703661810107	44.7927269849254	57.5371098024239	27.4262076820959	26.0603089024047	50.1396198586969
"ABT1"	12.08480897212	22.0479123851327	23.9127146368122	13.0569905246633	15.1362812400484	15.9396388650093	7.09286658754803	19.4305665447697	20.1000102637372	16.107810021934	16.1037887089445	14.1882210122965	7.1633233858645	15.3494798227162	13.502921261728	22.5880089894752	7.04826379372125	21.9532009472959	13.458321929795	10.6084455295023	27.8644708172002	10.1931411293115	12.7689971075566	23.3757010254596	10.6142613057791	8.9243746492768	14.5691055068822	13.4742711033647	16.3216502954504	12.7907820792115	9.00541067460201	11.7780743547857	18.0825732369272	10.8806696027616	13.238988356632	24.1163320877416	9.13557440796674	15.5544899093461	11.0035617985442	7.93807351650881	20.8303684468473	8.33466074401328	10.0853385280972	17.5535373822933	15.4193675418231	13.8581949414844	9.60666769391051	9.68062869830392	11.2092767237756	9.58891270953828	14.3416634047547	6.79017506489631	10.7323699987281	16.5969961500088	14.524635880199	16.5196877347419	16.6080331816421	17.269803487369	13.6547205910601	10.3337733207225	12.9324312721971	12.6205807848313	14.9473718462374
"AC011742.3"	2.83374385658891	1.0318323276944	2.15941791114281	2.06151270592005	2.71389248326938	1.99516566344258	1.0318323276944	4.28313748811435	1.53625409371317	1.0318323276944	1.67847382248408	1.0318323276944	1.0318323276944	1.0318323276944	1.0318323276944	2.02911034931891	1.53715997136804	3.11180424181778	1.0318323276944	3.1348871670481	1.0318323276944	4.53639658387975	1.0318323276944	1.67216836660042	3.19194087331303	1.0318323276944	2.42192153681229	3.69530555421088	2.20122611035346	1.0318323276944	4.31139348987791	1.0318323276944	1.0318323276944	3.13627173374364	2.57913361774246	1.0318323276944	3.02347578685223	1.69999857680041	1.0318323276944	2.40769531670839	3.23274295664982	2.45977527388616	2.96420462359497	3.60136660800183	2.95497026374689	2.03595973043825	1.0318323276944	2.760793202303	2.21138962754805	1.0318323276944	1.0318323276944	1.0318323276944	1.0318323276944	1.0318323276944	1.67062529043317	1.57421786025241	1.0318323276944	2.5472354336778	1.0318323276944	1.0318323276944	1.0318323276944	1.63912340750164	2.64569238812905
"AC013444.1"	1.00944880759879	1.00944880759879	1.00944880759879	4.68041345464684	1.00944880759879	1.06105925332522	1.20379409804049	1.06730736446876	1.00944880759879	1.00944880759879	1.00944880759879	1.00944880759879	1.00944880759879	1.09216127669763	1.00944880759879	1.00944880759879	1.00944880759879	1.00944880759879	1.00944880759879	1.06363338754747	1.10372280771462	1.00944880759879	1.00944880759879	1.00944880759879	1.00944880759879	1.11390273639183	1.00944880759879	1.00944880759879	2.99313819229758	1.13649863831362	1.35379335051098	1.00944880759879	1.00944880759879	1.15916979532622	1.0998702258085	1.00944880759879	1.00944880759879	1.07614101894097	1.00944880759879	1.00944880759879	1.00944880759879	1.00944880759879	8.36933941856998	1.00944880759879	1.07960090930075	1.16361943398934	1.00944880759879	9.27711364188902	1.00944880759879	1.00944880759879	1.07485377391589	2.39233643586393	1.00944880759879	1.1402919495015	1.00944880759879	1.12141083854355	1.11832715738353	1.00944880759879	1.2469909360445	1.22220898020062	1.00944880759879	1.00944880759879	1.00944880759879
"AC104131.1"	1.02047896278254	1.2240793011121	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.2041843808664	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.21009097502214	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.19986509986859	1.02047896278254	1.02047896278254	2.44156363299867	1.02047896278254	1.14478027941701	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.1105457045023	1.02047896278254	1.02047896278254	1.07045092481706	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.06983389320453	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.23624337052863	1.22199831189443	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254	1.02047896278254
