"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"ERR1906199.fastq.gz"	"ERR1906200.fastq.gz"	"ERR1906201.fastq.gz"	"ERR1906202.fastq.gz"	"ERR1906203.fastq.gz"	"ERR1906204.fastq.gz"	"ERR1906205.fastq.gz"	"ERR1906206.fastq.gz"	"ERR1906207.fastq.gz"	"ERR1906208.fastq.gz"	"ERR1906209.fastq.gz"	"ERR1906210.fastq.gz"	"ERR1906211.fastq.gz"	"ERR1906212.fastq.gz"	"ERR1906213.fastq.gz"	"ERR1906214.fastq.gz"	"ERR1906215.fastq.gz"	"ERR1906216.fastq.gz"	"ERR1906217.fastq.gz"	"ERR1906218.fastq.gz"	"ERR1906219.fastq.gz"	"ERR1906220.fastq.gz"	"ERR1906221.fastq.gz"	"ERR1906222.fastq.gz"	"ERR1906223.fastq.gz"	"ERR1906224.fastq.gz"	"ERR1906225.fastq.gz"	"ERR1906226.fastq.gz"	"ERR1906227.fastq.gz"	"ERR1906228.fastq.gz"	"ERR1906229.fastq.gz"	"ERR1906230.fastq.gz"	"ERR1906231.fastq.gz"	"ERR1906232.fastq.gz"	"ERR1906233.fastq.gz"	"ERR1906234.fastq.gz"	"ERR1906235.fastq.gz"	"ERR1906236.fastq.gz"	"ERR1906237.fastq.gz"	"ERR1906238.fastq.gz"	"ERR1906239.fastq.gz"	"ERR1906240.fastq.gz"	"ERR1906241.fastq.gz"	"ERR1906242.fastq.gz"	"ERR1906243.fastq.gz"	"ERR1906244.fastq.gz"	"ERR1906245.fastq.gz"	"ERR1906246.fastq.gz"	"ERR1906247.fastq.gz"	"ERR1906248.fastq.gz"	"ERR1906249.fastq.gz"	"ERR1906250.fastq.gz"	"ERR1906251.fastq.gz"	"ERR1906252.fastq.gz"	"ERR1906253.fastq.gz"	"ERR1906254.fastq.gz"	"ERR1906255.fastq.gz"	"ERR1906256.fastq.gz"	"ERR1906257.fastq.gz"	"ERR1906258.fastq.gz"	"ERR1906259.fastq.gz"	"ERR1906260.fastq.gz"	"ERR1906261.fastq.gz"	"ERR1906262.fastq.gz"	"ERR1906263.fastq.gz"	"ERR1906264.fastq.gz"	"ERR1906265.fastq.gz"	"ERR1906266.fastq.gz"	"ERR1906267.fastq.gz"	"ERR1906268.fastq.gz"	"ERR1906269.fastq.gz"	"ERR1906270.fastq.gz"	"ERR1906271.fastq.gz"	"ERR1906272.fastq.gz"	"ERR1906273.fastq.gz"	"ERR1906274.fastq.gz"	"ERR1906275.fastq.gz"	"ERR1906276.fastq.gz"	"ERR1906277.fastq.gz"	"ERR1906278.fastq.gz"	"ERR1906279.fastq.gz"	"ERR1906280.fastq.gz"	"ERR1906281.fastq.gz"
"AADAT"	1.3849686138118	4.92178356164047	2.4890887065354	1.97509016813059	1.3849686138118	1.78915298964833	1.3849686138118	1.85898388010712	1.65618553286533	1.91610535414777	2.84114718060894	1.58534191143684	1.3849686138118	1.3849686138118	1.3849686138118	2.02183004486663	1.82974762467618	3.31982809078728	1.3849686138118	4.44557854084289	1.75249685990479	1.6580317819649	1.56183403347398	1.9221280377279	3.2596422820701	2.25234234192644	1.3849686138118	3.05628895159622	1.5442745220817	1.3849686138118	31.8780687398566	2.00057195540206	1.3849686138118	2.66281940020304	1.59661411555364	2.27414229952046	2.31104831843208	2.75559774569135	1.68196254007001	1.3849686138118	1.59954145948136	1.78799135856495	1.9558503220229	2.41095008004759	1.75645833712797	2.10078519451606	1.53902434977677	2.02775943583396	1.3849686138118	1.3849686138118	1.3849686138118	2.04505756052871	1.9592072396647	8.95126383558905	2.41806829307392	4.7928552634654	5.77436244544118	2.22480098982208	2.2712550776405	1.67428648045616	1.8885148462506	1.87501627867822	1.61868922659453	2.88021726328396	3.11646120990853	2.17689015368973	2.20027626934312	1.34150571793869	4.00340011742252	2.26460050944737	1.34150571793869	1.8659091938681	1.34150571793869	2.16976429402839	1.34150571793869	1.34150571793869	1.34150571793869	2.8465768176809	1.34150571793869	3.5057234846667	2.74050769736044	2.4688818686845	1.34150571793869	1.34150571793869	1.34150571793869	3.99425025619547	1.88768932105778	1.34150571793869	1.34150571793869	2.09520573941708	1.34150571793869	1.34150571793869	5.7976818524548	2.99046352458276	3.42950268240769	1.77896356758551	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	2.68623647394345	1.82403954809988	2.59088303603209	6.58807064303712	6.02096424933162	4.33817715418106	3.86143629628632	1.34150571793869	4.84321210922177	1.34150571793869	1.34150571793869	2.49260634934123	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	7.87908728394679	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	3.31573744740463	5.29565451120435	1.96084586585945	4.91122616972703	5.32855454816211	6.25440656590751	7.6654577893227	1.34150571793869	1.34150571793869	1.34150571793869	1.34150571793869	1.88765736872671	1.88368211190499	2.84751470012251	2.77521409783314	7.70552828327453	1.34150571793869	1.34150571793869	1.34150571793869
"ABCB4"	2.65980947022353	2.02931124301985	38.5533061743965	8.62577297423842	1.74890156951152	2.44879956880416	27.44045414742	1.73506547006614	2.43769218310605	1.77417853920173	2.32968097251238	2.52842502532789	2.71619902787434	1.58945683092884	1.47127595723785	2.31341199165238	1.66162197072431	2.14737008947838	2.69569741320768	2.1805124129128	70.1653791319837	2.48634642210413	2.60572365953544	2.05056218660288	1.7552424445043	47.8277372966557	1.90178817613402	2.6141253123802	10.0545527123675	3.53621736768657	54.4227705161746	1.47127595723785	1.76612420397132	46.847857825891	2.19581728806706	1.47127595723785	3.04763106671935	1.71980966890889	1.63486268908981	2.1806034069962	2.14233657513093	2.18715374095771	13.2526168231331	1.80107363215787	1.57025264164843	79.0591452211194	1.93162614315761	12.9800246062484	3.71188423459703	1.60266417445085	2.40192711584762	9.87776153384736	2.48824903567115	53.4754683600831	2.05158556211985	2.97970258694988	2.97991648615824	1.61523260101287	72.9184107739068	2.21552349745163	1.74095906597874	2.78155139281038	1.93578623081507	3.76832463113508	5.82302598347795	6.82760556468833	7.02540694213656	3.07653780399602	7.35820263429198	26.4948164153159	3.60475248567583	6.61031247723787	8.84193371827529	12.6141542901935	9.16076037806739	23.6381827929617	6.87923817834833	25.6386120916509	3.90858204783749	6.21655833703087	6.26142126343974	7.32970605350803	5.5409241717237	7.98013101048902	2.003183794821	6.52978065461187	4.55509882473546	4.46381872428818	6.61977928401907	20.3824537875762	11.0643524255355	6.84623066329119	21.2896880442522	5.16046764556723	22.1010124936544	51.8113850326125	7.58328101449907	15.4411664120562	14.9024214088991	14.677736219148	6.04115884848528	23.3087915504522	20.506092021972	26.7643063889722	8.0620709510798	11.4443490743069	7.08312622756937	8.02139027908462	9.05203871882066	12.6955418766153	1.05382464321507	1.05382464321507	1.05382464321507	1.32904646080311	2.25620610309122	2.52335648551156	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.54641302133471	1.73906568217336	1.05382464321507	1.05382464321507	1.31099745632799	1.3104410142982	1.33059844929331	1.59696289187243	1.3255334879178	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507	1.05382464321507
"ABCC4"	51.6465300806304	19.8583223902392	4.45258649056101	24.6942750850213	11.2271234784753	27.7120962954823	9.42827633939248	22.1293560902575	13.2320818386271	13.3155763440408	16.0275585840388	21.5588183971857	8.55942053915708	46.4159667943057	35.4944335283051	14.3425890394709	5.8889063680056	28.2647601574132	16.6114293324589	8.84923336553079	4.31903241161871	22.0133978391574	12.3835332969979	17.8014768981811	20.0887679862699	3.80956864895042	15.8119970686148	22.4308560500024	26.7515894407793	16.6146261923829	39.2769527120703	13.1011414737296	14.2867051744984	6.08169338974997	18.9964125323079	20.3023697615163	19.630604784403	9.52281613531771	25.6518430205155	7.48798724264916	8.95259217454021	6.20673941601642	9.32759765089745	18.4063012001068	32.7505388996722	3.80314351048346	5.16560540508574	8.25021998719521	5.13182479555757	40.762607686332	8.68721134435619	19.9890092307277	26.7228783808119	3.60003703908891	6.56721434403467	20.1042891246827	11.555014961086	12.7161454459113	5.75634711496791	16.1991145904372	11.5460130854345	14.511070981596	43.5973396882868	8.18306406666495	7.23518072047192	8.76748633616193	38.4718446346477	9.19298580175121	29.3873203824557	30.8126475167137	7.08339159241987	10.8512622100962	13.0354284899428	43.6021217495317	14.4594189255326	53.9872961562562	6.00598038390668	72.6486190395162	23.5755870081934	25.3122966730027	31.4819661602303	23.682505734695	21.9019695533284	21.5812801890682	4.59014931258763	49.1157143155209	18.598944520575	13.3494509738346	37.2832309571264	31.0471706283901	19.1016392124997	18.2356040811446	19.9243336056768	8.91434707753899	24.92224613684	21.9285725387917	1.94826258507282	3.78797216300841	23.5863333744804	32.7554731717215	5.66864633353613	9.63618620220443	11.8543910571046	10.6396644380061	11.151193199337	11.0632788975185	8.99205941232991	9.97641744299962	7.84993657277054	13.1682778414653	13.8894837834991	3.50243525475013	9.37377074514809	14.333816525079	13.3230216761244	28.2531377688593	35.5830131338122	18.6042746848586	9.38752166830218	11.8926478890174	15.8515448622204	18.3249862045353	5.09853893404766	13.0451307866427	15.29152135146	16.9141591227579	24.5942287082046	37.7693585427441	15.1883617678586	26.4553622350284	17.6907925412893	7.97558328827248	4.42327724806894	9.54761390400265	7.98180263996945	9.45766384439518	11.1951824686985	9.41376031878378	8.6420346613608	9.78678731681912	8.92872049877084	10.7383077295163	9.42814504800324	12.0966693524145	11.439444545598	24.8008963906182
"ABCG2"	12.391921648619	1.10896992620288	1.19666353797399	1.20107148347372	1.47003799703399	2.38748164327629	1.46020575857914	1.91481715238559	2.26040689670151	4.05430955240314	2.85806228355185	2.54881724574104	11.183579757981	3.90354007978946	3.98600833635255	2.4287046026824	1.99955056804645	6.14438338740269	1.68105774372378	5.02206865390095	1.16071277994661	3.44698710919329	10.8594249048302	2.5814690235394	9.56711109112226	1.29222861419025	3.06124332200458	2.02912717299182	1.08227917968434	4.149271333304	4.17073811792035	2.95096802814618	2.27315040871632	1.04895704980431	4.32821481106282	2.75325743459881	2.57785699230331	7.86395408856764	4.70115240062532	11.4168940245538	3.57382139316674	1.09929360652758	1.00595404712744	2.76537323079883	2.42330950044371	1.23637198647083	6.62547040317748	1.02162987309516	10.8660654990855	4.72898629875759	3.03486171460053	0.984394692619446	2.38966348122143	1.1582625154118	5.12682172088217	2.31458701204619	1.81085052264058	2.45010152136873	1.11937481455721	7.56371966052493	4.61144116933819	2.17289994298756	7.74620264998724	1.67440642575413	1.67440642575413	1.67440642575413	13.1557874867426	1.67440642575413	3.54863507993841	3.67366434987671	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	7.37650703138848	33.6532636901673	2.33344595771488	6.21189888862961	12.2378353843636	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	3.0813375898572	2.05114858734043	2.752227166413	4.08536985390447	1.96816446403203	2.79517722623234	1.67440642575413	1.67440642575413	1.67440642575413	2.63125041360838	2.30468136200897	2.89511857063695	2.34064232914368	1.99073835893232	1.9906744368037	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	2.06333879005259	16.2583420659932	20.1364350442781	2.45774079215403	2.07356928521647	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	1.67440642575413	16.0981964884412	19.8305893582554	3.17600110610479	3.46404376268852	6.61156541453879	1.67440642575413	1.67440642575413	2.44955506697628	3.45519152075978	3.07443170077576	2.40701771940599	4.65341917384215	4.56117717981949	3.36626321107113	12.2043507620545	11.8266093869389	16.1373506462978	1.67440642575413	3.747188067003	2.77900363823382
"ABHD2"	49.2890354218797	143.16097602912	42.6644561539653	33.9187852316251	65.7758493982809	23.4673893453254	47.7871922484208	16.0324699996007	73.9499727112132	62.035016626161	60.4161590276751	121.220910537599	36.2201000760577	44.5922753028309	46.9208266636524	91.3542918511547	35.4653397109785	107.02460003048	81.0383895640438	56.4207886201186	28.1131612075338	48.438676324001	92.9881278536691	74.5040848121636	24.6686342394931	36.9247716859648	24.8798624389297	19.2082005658694	48.6531334573847	70.3848418751493	49.6867504218031	35.7689905897548	95.6572477865437	82.8178716238097	65.8048283630336	91.152849205734	15.9823710085011	58.8411012790461	60.6820605289205	63.5918148728719	103.273655781135	69.3413897115313	55.2582906316575	129.269019075857	46.3835547688555	66.6244179806269	26.1794762206641	50.6645907819474	33.5979277746914	39.9983659304856	52.2591523733408	28.3162140971524	52.1489392284067	19.9926086214532	58.2236104079413	58.7008275876159	116.092437081482	26.2652744879498	30.3879601181377	64.5253092796525	55.0941310400476	17.4818824018075	72.9674546242198	32.9267504628167	27.2188327972549	50.1228219741656	77.5140900001805	19.6295920854667	55.620301884485	172.93691202208	52.6646244859208	78.757938553997	95.7678553865737	63.7487207642221	27.3496940848776	107.631802008601	26.9058767529463	162.081586371832	49.4301728659464	57.9319375949287	85.6353993938182	38.169533290335	50.410564007119	48.0694449546397	24.1459878944027	172.82987915516	36.282914474716	31.4389654817356	83.5410724473429	86.3400526673927	55.544465268416	31.8324397630827	89.0287471304244	36.1795300365773	95.810692020217	116.458098470145	13.3794329511438	36.8767910383432	39.3092959157962	74.9529918402736	12.8219285992394	75.808122327468	78.6090278768961	77.2164324201705	52.1368072312374	52.5111562174551	57.614389404803	39.8010948790237	29.9973413380884	55.2146410186765	31.737290314197	20.1619003221959	33.6439909274682	35.7150029802122	52.7223891059223	71.4142055214459	62.9673089340168	37.5216287183025	39.1224276912883	18.7033147458601	39.5854569862154	38.7728492217625	48.2842800352026	58.2271175599248	83.2865230911986	29.1082837036489	31.6007506965845	73.1168075691498	54.5065255558994	113.546771498904	109.859761358962	45.5462700259315	31.3726953531688	108.592849816193	60.0483558314939	44.353197615954	52.3990210480507	34.9729738800655	37.0900615137601	53.0083218179147	45.1890364518909	56.6311133058221	75.8233208691048	51.5023350771045	76.219022407864	105.790621263151
"ABHD5"	10.3001612350452	42.0968603294248	17.4080899754249	29.4236268534001	13.8986493727853	11.7066455747434	19.9181784836624	18.832266122185	5.51612151836852	23.7468302949786	26.6192230395738	11.2458423195746	14.8686833112697	12.5266474401504	8.7880182364955	3.85624234233914	8.64162167268224	57.1247298425145	15.8814902941315	16.8258364258505	12.1396399464865	12.304912528337	18.2845284463954	58.8245223790438	11.9676121568367	14.5503334111242	10.7873663412141	9.9030034373901	30.8687106767658	14.4328768066917	11.4569065864009	10.5892441366713	28.087297565899	14.4110648604495	17.0054266952761	56.0178872005453	8.05382877689756	16.5483870995828	15.8630807970256	5.37631471973211	62.8782498712861	12.8495454104905	51.2984776882912	51.6879910442113	8.76729898480833	16.5958639589299	3.19423192262654	38.9137954652774	5.03611578495488	15.7168952072389	17.5185237954586	20.797686975142	18.9119736510514	14.248657764594	8.30637383139724	16.7976079615482	19.8692554988824	11.1831778047481	12.3164689205159	28.6909962407844	13.2050534770168	13.5033914757937	14.6621884017292	25.446022622789	27.4189686786356	34.0019170155266	29.1420907538087	12.3055263246692	21.7197981615148	43.1734770191401	13.2179380854058	29.1464767214947	28.3745090999353	26.7657188499077	9.09630940457662	33.1973951145846	24.9937485277955	129.167237249845	24.4121831706703	38.313062873877	39.0439530145743	21.449524898972	15.7313517551623	21.4497880149394	12.1738445993725	61.443938901225	9.29801941899927	9.48782462128619	15.6061362127341	29.1972932741727	20.9348249628642	18.796557611772	16.2179206637871	7.87329026928814	18.0042216578895	19.8981349016258	3.42676080452398	5.36394039440177	16.2268335877365	17.0487287273712	4.78996414326086	26.7932713434895	31.8051260707768	24.375685497827	25.0290016395493	22.8543493706505	25.2687454148293	9.43626883335513	8.66645805974812	10.5175261015273	24.5826239749614	11.8317551616968	19.379044438347	4.34586736588089	7.04201755015423	11.9775164723503	22.4245973878051	9.6465671622073	9.4804411689431	8.29414200405937	19.5449024115012	16.2180052461199	18.4588733731291	20.3046773641009	22.7993683706234	2.41401253314546	5.07006649987923	15.6988597649131	20.1078760234778	29.6042632798894	28.3596193435201	26.6583241664682	25.4414416242738	36.2335521701747	10.15607183376	11.7628128979618	13.9073464696264	7.00342496869114	10.8967517566292	10.8256529290691	5.8366708236632	14.7953932277263	5.70437629788341	9.37107846523217	10.0951551097639	10.1494479542018
"ABI1"	62.8114150705436	159.507505242147	85.7921137193338	87.5288513144292	100.5631602792	47.485339126071	92.4398310851935	41.9919139771444	59.6992485664637	93.8643995587384	98.0814367142118	104.287240759854	44.4466331972783	58.6901680737293	55.1109100278735	55.070659963484	36.486976347974	182.276804796698	82.4374691600688	74.3897805129736	60.9686395315953	80.5642290007682	98.1362762406892	198.056379148614	48.5726380955873	85.7768326841204	56.4242390475957	46.1767169452879	131.456013938506	74.0162378051791	49.0048872763994	68.864493623807	94.1812162681947	80.3918997753487	68.6359183359174	224.671513886465	32.5019161470664	85.2509591037139	60.7690155267777	27.7870373717065	187.009081183782	70.834511574841	75.3206046705243	176.977294810719	50.4496224870511	57.7467511354311	27.0516776451403	78.8669468530432	31.6264041350587	62.6097846714177	81.1062120490803	113.446108680748	71.3409047360328	98.1490700235269	47.4043936636999	78.4243741632753	89.9826618721243	47.6438609018399	62.4939725096926	80.5417347839974	38.0163708396462	36.0985852738615	70.0585652283783	49.2276175149242	64.4088062140189	76.5821234325726	77.9243081406557	24.6522342877168	57.8546596293195	153.936888159475	42.6234201618741	79.5405981211779	66.1229530727994	93.8662889770447	36.4010593311936	114.754430400742	36.5895776467259	250.654006955616	55.1013755045248	70.1934125661254	79.3265907236366	72.3415179386808	76.959818401633	74.2729411652634	28.7756265585757	237.749781610618	44.3784541127342	40.7798274997647	80.9132534317598	98.6719873480823	55.7200173275245	34.1257000172121	108.595706951382	32.200217670828	129.705167077564	131.031916071493	21.8722110735475	38.3456185787784	61.3117669662647	99.3770505190679	24.6395609036438	92.8824533639765	83.813397435103	80.0024917823676	82.4227380655515	88.0473652709403	79.6001213447301	74.9893741202594	76.5353094613955	137.93061948121	83.9807940219842	36.1192441777168	90.5949395674101	55.9034733720474	71.8664898820332	111.151380715085	97.7471378792862	55.8567644134819	40.8451907898356	55.896180724494	127.556224003149	111.502724182103	47.1437083744975	73.9795175288437	96.9793139916736	43.2968940926113	48.1165244792952	81.6571035978398	66.7931353718943	132.450425122018	110.07254175395	98.3468283919254	74.8142891017966	187.244495037619	76.9007869427754	78.0964649110599	63.0776810975073	64.2495680399347	76.6359055442828	80.9980405228444	58.9420931361775	72.5831684184618	81.3546039625434	77.8505325195038	83.4743393455199	111.895111390087
"ABT1"	13.075501959942	30.7403795229908	34.5017502216116	14.5959680654167	18.0083303087434	19.3822550002782	6.12980156697599	25.6851607451387	26.9523707051401	19.6736318377458	19.6666493915362	16.4261400623616	6.21655148139561	18.3700212241406	15.3097539245673	31.8164849295992	6.07507171360538	30.5528088928308	15.2379115620394	10.8644047306447	42.8819572126819	10.2647412156097	14.1403996012774	33.4054193667976	10.8728736230777	8.49711848317662	17.0565953986609	15.2635916052941	20.0459918371448	14.1747105395048	8.60702307771924	12.606198488498	23.1893568861425	11.2629038874516	14.8860640715734	34.9201771084063	8.78443056582186	18.7198246236875	11.4441899610327	7.19381243389866	28.3553238336453	7.71011668216564	10.1107442441987	22.2307837716325	18.489048856607	15.8856031706399	9.43538483931361	9.53882938959326	11.749565809349	9.41060192667181	16.6792765057852	5.76126490168584	11.0452852713329	20.5284878543006	16.9826250417931	20.3926747640693	20.5478991794559	21.7216540120975	15.5550275940122	10.4666696769873	14.3984056820391	13.9073045802398	17.6896353712103	8.5665318067615	12.2149391623038	13.0024913220641	10.3823513601478	4.08293866245477	7.90838961409735	42.7584648706629	12.7046701826325	20.696290536642	21.2398087158018	8.94893468214746	4.77875819150728	9.91148639781515	6.1880649007211	36.6313261281528	6.3671736275491	10.5892022985338	11.5909816409015	9.96373466485479	11.6038871608042	8.76604948073894	7.53641813615464	27.7523703612225	13.1396740201901	11.6538353005032	23.2509228391091	14.2700870604122	7.80803548209911	6.46173116894831	16.9268251132888	4.98797292834654	20.7264884289789	18.3546504755781	5.33800853134397	7.01455099936859	10.5520444886541	17.7375980386209	5.13988229906517	12.2165662142744	13.8206240194843	11.5870414913097	11.9524276543607	11.8812905047143	12.5443198283255	5.94028908801543	7.12530893403213	11.4667946563412	24.2725536452606	14.1062519853934	26.4536886643744	17.9251884819663	17.744166193519	32.8696673007177	30.0840594903839	18.9350483343123	14.3798977350235	9.77816462493732	23.0736078616435	20.2407268377808	20.3432301918871	29.5210853241036	29.6699916824419	17.0938107964241	16.4778827310866	26.4359284378998	20.2461232708139	40.3757441480848	34.5900376545549	22.0002804050358	13.193391463269	32.0055024985768	22.8283077609402	27.4227421565075	23.0268017516269	26.748983021054	25.7631264815109	36.2185259081349	20.7459279353702	20.4867283770139	25.3826202583459	19.3470679797538	20.8683981654516	30.0761066860213
"AC013444.1"	1.10130841092682	1.10130841092682	1.10130841092682	14.2337040051638	1.10130841092682	1.19684016272912	1.47733488493477	1.20862077097931	1.10130841092682	1.10130841092682	1.10130841092682	1.10130841092682	1.10130841092682	1.25593831814912	1.10130841092682	1.10130841092682	1.10130841092682	1.10130841092682	1.10130841092682	1.20168800903711	1.27819692060986	1.10130841092682	1.10130841092682	1.10130841092682	1.10130841092682	1.29792509199042	1.10130841092682	1.10130841092682	6.7516303275844	1.34214609951393	1.79705589705206	1.10130841092682	1.10130841092682	1.38710884014815	1.27076241777127	1.10130841092682	1.10130841092682	1.2253551109407	1.10130841092682	1.10130841092682	1.10130841092682	1.10130841092682	37.5321795244252	1.10130841092682	1.23193457598979	1.39600318584986	1.10130841092682	44.5668727249497	1.10130841092682	1.10130841092682	1.22291083807786	4.64598003320843	1.10130841092682	1.34962783888242	1.10130841092682	1.31255286317217	1.30653708936859	1.10130841092682	1.56683100060468	1.51522932764036	1.10130841092682	1.10130841092682	1.10130841092682	6.37107495391264	8.03149875037471	8.86779210859955	3.34325316401492	1.99340322667571	1.57533286379178	9.17196971872211	2.40295725401393	2.54230372723767	2.353099050849	4.53563382515451	2.13635302448644	4.76915000443229	2.04964490847887	10.6023056059119	2.72781830076802	3.21204106392542	2.68656496540801	2.15667706807903	3.11430474000915	1.91087652363625	2.44198411689487	11.7183888789908	0.819544500273338	0.819544500273338	1.14876514225217	8.39684506508104	5.1164035408504	3.33925669119406	1.17183273491794	0.819544500273338	2.01667805856494	2.4018368921461	1.09775384541301	1.3513301853137	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	1.12087576817601	1.86503375219271	1.8624864777592	3.67843481614384	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338	0.819544500273338
"AC079248.1"	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	1.60377394946219	0.975130307291158	1.27592711967437	0.975130307291158	1.05194943676204	0.975130307291158	0.975130307291158	1.45272025838254	0.975130307291158	1.22693201626671	0.975130307291158	0.975130307291158	1.12818097325506	1.78287550540114	1.29565485790393	1.49686800282741	0.975130307291158	0.975130307291158	1.17128443204936	1.18137558017472	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	5.54500203615337	1.72879571468064	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	1.512742789709	0.975130307291158	0.975130307291158	1.70979958919565	0.975130307291158	1.12771901650167	1.14349760391143	0.975130307291158	1.0975344177877	0.975130307291158	0.975130307291158	1.22402090072971	0.975130307291158	1.38542569773951	0.975130307291158	3.27566794977291	1.8329408249195	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	0.975130307291158	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	1.72581905056314	0.944421634502161	1.39052499588535	1.77753735156711	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	1.45900551312119	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	2.52478678427276	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	2.74835799682392	1.43566208974173	0.944421634502161	3.00715659143647	1.98205540101992	1.34311500886273	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	2.11921081244453	2.8864115211972	1.36437670816927	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	1.40054791913682	1.41237969800218	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	1.38344467134652	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	1.91248741923088	2.21784319978785	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	1.45287910969349	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	0.944421634502161	1.45980002651975	2.24189037962198	3.51630404334777
